employee_id,department,job_family,grade,gender,age_band,location,manager_id,tenure_years,base_salary,bonus_pct,performance_rating,hired_at,terminated_at,notes
E-01197,Support,Operations,L3,Male,65+,Lisbon,E-01078,1.1,42500,5.4,Meets,2025-12-01,,
E-01198,Finance,Corporate,L3,Female,25-34,Berlin,E-01064,5.2,63000,8.6,Meets,2021-07-06,,
E-01199,Marketing,Commercial,L3,Male,25-34,Berlin,E-01089,1.1,63700,6.6,Meets,2025-04-12,,Transferred from Sales in 2022.
E-01200,Engineering,Technical,L2,Male,35-44,Lisbon,E-01046,2.6,37100,15.5,Exceeds,2024-11-06,2025-08-24,Grade corrected during the 2021 levelling exercise.
E-01201,Engineering,Technical,L4,Female,35-44,Remote (EU),E-01101,6,76400,6,Meets,2020-11-08,,Grade corrected during the 2019 levelling exercise.
E-01202,Engineering,Technical,L6,Male,45-54,Berlin,E-01036,7.7,148600,11.5,Exceeds,2019-05-03,,Completed the internal leadership programme.
E-01203,Engineering,Technical,L5,Male,55-64,Podgorica,E-01065,5,57000,16.6,Exceeds,2021-08-26,,Salary reviewed off-cycle after a competing offer.
E-01204,Marketing,Commercial,L1,Male,25-34,Remote (EU),E-01106,0.4,34200,11.7,Outstanding,2026-06-12,,Completed the internal leadership programme.
E-01205,Data,Technical,L3,Male,35-44,Remote (EU),E-01027,6.4,60800,15.2,Meets,2020-08-10,,Salary reviewed off-cycle after a competing offer.
E-01206,People,Corporate,L6,Male,25-34,Berlin,E-01095,2.3,127800,7.9,Exceeds,2024-12-27,,Joined through the Marketing acquisition.
E-01207,Support,Operations,L5,Male,35-44,Remote (EU),E-01044,3,84700,9.4,Exceeds,2023-02-16,,Grade corrected during the 2019 levelling exercise.
E-01208,Support,Operations,L3,Male,45-54,Remote (EU),E-01097,1.5,59500,8.8,Meets,2025-02-05,,Completed the internal leadership programme.
E-01209,People,Corporate,L3,Male,18-24,Lisbon,E-01038,2.5,47700,6.1,Exceeds,2024-07-04,,
E-01210,Engineering,Technical,L2,Male,25-34,Berlin,E-01053,0.8,48300,14.4,Exceeds,2026-01-05,,Grade corrected during the 2023 levelling exercise.
E-01211,Engineering,Technical,L1,Female,45-54,Berlin,E-01041,2.7,39900,7.3,Meets,2024-02-21,,
E-01212,Engineering,Technical,L6,Male,25-34,Lisbon,E-01039,1.8,101000,4.3,Exceeds,2025-11-27,,Joined through the Legal acquisition.
E-01213,Support,Operations,L7,Male,45-54,Lisbon,E-01068,1,121500,5.3,Meets,2025-07-11,,On parental leave for part of 2025.
E-01214,Engineering,Technical,L3,Female,18-24,Berlin,E-01008,0.5,57700,4.3,Meets,2026-08-01,,Relocated to Warsaw; package adjusted to local band.
E-01215,Support,Operations,L5,Male,25-34,Warsaw,E-01081,2.1,76200,11.3,Meets,2024-08-06,,
E-01216,Finance,Corporate,L5,Female,25-34,Remote (EU),E-01019,3.6,84800,18.1,Meets,2023-05-22,,
E-01217,Engineering,Technical,L3,Male,45-54,Remote (EU),E-01019,1.3,54500,6.1,Exceeds,2025-02-06,,Grade corrected during the 2019 levelling exercise.
E-01218,Finance,Corporate,L4,Female,35-44,Podgorica,E-01118,0.1,44800,18.8,Exceeds,2026-11-04,2026-04-07,
E-01219,Support,Operations,L3,Male,45-54,Lisbon,E-01013,4,53000,16.1,Exceeds,2022-08-18,,Joined through the Support acquisition.
E-01220,Sales,Commercial,L2,Male,25-34,Berlin,E-01085,3.9,52500,12.5,Exceeds,2023-02-12,,
E-01221,Engineering,Technical,L2,Male,35-44,Podgorica,E-01045,2.1,34500,15.2,Below,2024-06-16,,Salary reviewed off-cycle after a competing offer.
E-01222,Sales,Commercial,L2,Male,45-54,Lisbon,E-01081,1.7,37400,16.3,Exceeds,2025-01-06,2026-05-07,Salary reviewed off-cycle after a competing offer.
E-01223,Engineering,Technical,L2,Male,18-24,Lisbon,E-01117,1.2,36300,6.4,Meets,2025-05-24,,Joined through the Engineering acquisition.
E-01224,Support,Operations,L2,Female,45-54,Berlin,E-01029,10.3,48700,5.4,Meets,2016-03-10,,Completed the internal leadership programme.
E-01225,People,Corporate,L3,Female,45-54,Podgorica,E-01085,0.3,34200,13.3,Meets,2026-10-04,,Relocated to Berlin; package adjusted to local band.
E-01226,People,Corporate,L4,Female,35-44,Podgorica,E-01050,8.2,49700,4.8,Meets,2018-06-27,,
E-01227,Marketing,Commercial,L5,Male,18-24,Remote (EU),E-01060,4.4,98600,7.6,Meets,2022-11-06,,Transferred from Support in 2019.
E-01228,Support,Operations,L3,Male,35-44,Remote (EU),E-01001,4,54700,19.5,Meets,2022-05-26,,
E-01229,Data,Technical,L3,Female,18-24,Remote (EU),E-01008,5.7,51900,8.8,Exceeds,2021-09-01,,
E-01230,Engineering,Technical,L1,Male,25-34,Remote (EU),E-01026,2.6,36800,19.2,Outstanding,2024-07-14,,
E-01231,Sales,Commercial,L5,Female,35-44,Podgorica,E-01000,2.3,52000,15.7,Meets,2024-02-22,,Salary reviewed off-cycle after a competing offer.
E-01232,Engineering,Technical,L3,Male,25-34,Remote (EU),E-01012,1,52400,3.7,Meets,2025-05-13,,Salary reviewed off-cycle after a competing offer.
E-01233,Finance,Corporate,L6,Female,35-44,Berlin,E-01030,6.1,138500,4.6,Exceeds,2020-07-09,,Completed the internal leadership programme.
E-01234,Marketing,Commercial,L6,Male,45-54,Warsaw,E-01089,0.6,92700,18.1,Outstanding,2026-07-14,,
E-01235,People,Corporate,L4,Female,35-44,Lisbon,E-01015,1.9,48400,6,Meets,2025-06-26,,Joined through the Legal acquisition.
E-01236,Engineering,Technical,L6,Male,45-54,Lisbon,E-01019,0.7,105600,3.5,Meets,2026-11-05,2026-11-28,Joined through the Finance acquisition.
E-01237,Sales,Commercial,L4,Female,35-44,Warsaw,E-01033,2.3,52100,15,Meets,2024-06-21,,
E-01238,Marketing,Commercial,L4,Male,65+,Podgorica,E-01079,2.3,45000,15.4,Outstanding,2024-07-01,,
E-01239,Engineering,Technical,L6,Male,35-44,Berlin,E-01007,4.8,148200,3.5,Meets,2022-10-23,,Salary reviewed off-cycle after a competing offer.
E-01240,Support,Operations,L4,Male,35-44,Remote (EU),E-01105,10.7,77900,14.7,Outstanding,2016-05-25,,
E-01241,Finance,Corporate,L4,Male,35-44,Lisbon,E-01024,3.1,67400,6.4,Outstanding,2023-11-14,,Salary reviewed off-cycle after a competing offer.
E-01242,Sales,Commercial,L2,Female,35-44,Podgorica,E-01010,5.6,29000,6.1,Meets,2021-09-14,,
E-01243,Engineering,Technical,L6,Male,25-34,Podgorica,E-01006,8.3,94900,4.3,Meets,2018-02-20,,
E-01244,Sales,Commercial,L4,Male,25-34,Remote (EU),E-01050,1.3,73700,17.5,Meets,2025-12-05,,
E-01245,Data,Technical,L2,Male,25-34,Remote (EU),E-01064,3.4,50500,10.5,Meets,2023-06-14,2026-06-06,Grade corrected during the 2020 levelling exercise.
E-01246,Legal,Corporate,L5,Female,25-34,Warsaw,E-01044,4.3,62200,16.1,Meets,2022-12-12,,Salary reviewed off-cycle after a competing offer.
E-01247,Marketing,Commercial,L2,Male,25-34,Berlin,E-01033,1.1,49000,15.4,Meets,2025-02-23,,Transferred from Engineering in 2024.
E-01248,Engineering,Technical,L3,Male,25-34,Berlin,E-01079,2.9,66000,15,Meets,2024-11-19,,Completed the internal leadership programme.
E-01249,Engineering,Technical,L4,Female,25-34,Podgorica,E-01063,2.8,47200,13.4,Meets,2024-03-19,,Grade corrected during the 2022 levelling exercise.
E-01250,Engineering,Technical,L3,Female,25-34,Berlin,E-01020,5.3,59400,4,Exceeds,2021-12-19,,Salary reviewed off-cycle after a competing offer.
E-01251,Data,Technical,L4,Male,35-44,Podgorica,E-01091,1.3,43900,11.2,Meets,2025-06-04,,
E-01252,Engineering,Technical,L1,Male,25-34,Lisbon,E-01074,1.2,32400,4.1,Meets,2025-04-17,2025-09-22,Relocated to Warsaw; package adjusted to local band.
E-01253,Engineering,Technical,L6,Male,35-44,Remote (EU),E-01049,0.5,118900,11.2,Outstanding,2026-07-11,,Salary reviewed off-cycle after a competing offer.
E-01254,Marketing,Commercial,L3,Male,25-34,Lisbon,E-01042,3.2,45600,5,Meets,2023-08-18,,Joined through the Legal acquisition.
E-01255,Sales,Commercial,L2,Male,35-44,Podgorica,E-01053,0.4,29700,9.3,Below,2026-11-28,,On parental leave for part of 2023.
E-01256,Engineering,Technical,L7,Male,18-24,Remote (EU),E-01088,3.3,149300,6.4,Meets,2023-06-08,,Joined through the Data acquisition.
E-01257,Sales,Commercial,L3,Female,25-34,Podgorica,E-01009,0.8,35700,13.2,Meets,2026-07-15,,On parental leave for part of 2020.
E-01258,Engineering,Technical,L4,Male,25-34,Remote (EU),E-01053,3.1,77600,5.6,Meets,2023-01-16,,Relocated to Warsaw; package adjusted to local band.
E-01259,Support,Operations,L3,Female,35-44,Warsaw,E-01113,6.1,38000,18.3,Exceeds,2020-10-08,,On parental leave for part of 2021.
E-01260,Legal,Corporate,L2,Male,25-34,Remote (EU),E-01006,3.3,41400,10,Meets,2023-05-04,,
E-01261,Marketing,Commercial,L5,Female,45-54,Remote (EU),E-01039,3.6,83700,10.9,Meets,2023-04-27,,On parental leave for part of 2025.
E-01262,Engineering,Technical,L4,Male,35-44,Podgorica,E-01046,3.3,51900,8.3,Outstanding,2023-02-03,,Completed the internal leadership programme.
E-01263,Marketing,Commercial,L4,Male,35-44,Podgorica,E-01000,7.5,51600,12.1,Meets,2019-10-02,,
E-01264,Support,Operations,L5,Male,25-34,Remote (EU),E-01009,3.2,86700,8.7,Exceeds,2023-12-07,,Grade corrected during the 2019 levelling exercise.
E-01265,Sales,Commercial,L4,Male,25-34,Lisbon,E-01045,1.7,56300,13.7,Meets,2025-12-27,,Completed the internal leadership programme.
E-01266,Sales,Commercial,L3,Female,25-34,Berlin,E-01027,2.8,60600,11.5,Meets,2024-04-10,,Joined through the People acquisition.
E-01267,People,Corporate,L3,Female,55-64,Berlin,E-01033,1.6,56700,14.7,Meets,2025-11-21,,
E-01268,Sales,Commercial,L1,Male,35-44,Berlin,E-01021,3.7,45800,13.6,Below,2023-12-01,,
E-01269,Engineering,Technical,L4,Male,25-34,Warsaw,E-01072,0.4,58500,3.8,Exceeds,2026-01-26,,Joined through the Marketing acquisition.
E-01270,Engineering,Technical,L3,Female,25-34,Berlin,E-01106,4.1,59800,15.3,Outstanding,2022-09-03,2025-12-16,On parental leave for part of 2024.
E-01271,Finance,Corporate,L5,Male,25-34,Podgorica,E-01055,1.4,65000,11.6,Meets,2025-02-14,,Relocated to Warsaw; package adjusted to local band.
E-01272,Finance,Corporate,L3,Male,35-44,Lisbon,E-01064,4.6,48200,4.2,Meets,2022-05-24,,Relocated to Berlin; package adjusted to local band.
E-01273,Engineering,Technical,L5,Female,55-64,Berlin,E-01098,5.7,96300,6.3,Meets,2021-09-24,,
E-01274,Engineering,Technical,L1,Male,55-64,Lisbon,E-01074,4.2,36500,12.7,Meets,2022-10-22,,Grade corrected during the 2021 levelling exercise.
E-01275,Engineering,Technical,L6,Male,35-44,Berlin,E-01049,0.1,146300,9.9,Meets,2026-12-14,,Grade corrected during the 2024 levelling exercise.
E-01276,Data,Technical,L5,Male,25-34,Berlin,E-01021,2.8,102200,13.8,Meets,2024-05-22,,
E-01277,People,Corporate,L7,Male,55-64,Berlin,E-01015,1.1,149300,7.3,Meets,2025-03-11,,Transferred from Engineering in 2020.
E-01278,Marketing,Commercial,L6,Female,35-44,Lisbon,E-01044,0.2,86500,16.8,Meets,2026-02-27,,Grade corrected during the 2024 levelling exercise.
E-01279,Sales,Commercial,L5,Male,35-44,Berlin,E-01108,0.1,90500,4.4,Exceeds,2026-03-05,,Grade corrected during the 2019 levelling exercise.
E-01280,Engineering,Technical,L4,Male,18-24,Podgorica,E-01008,3.1,48800,19,Meets,2023-10-04,,On parental leave for part of 2022.
E-01281,Support,Operations,L2,Male,35-44,Remote (EU),E-01001,8,51100,12.3,Outstanding,2018-07-02,,
E-01282,Sales,Commercial,L4,Male,25-34,Berlin,E-01073,6.1,82600,7.4,Meets,2020-02-04,,Transferred from Data in 2024.
E-01283,Marketing,Commercial,L1,Female,25-34,Berlin,E-01074,0.6,36600,6.4,Meets,2026-11-21,,Salary reviewed off-cycle after a competing offer.
E-01284,Engineering,Technical,L3,Male,18-24,Berlin,E-01015,2.6,54500,9.4,Meets,2024-09-25,2026-10-02,
E-01285,Engineering,Technical,L7,Male,18-24,Berlin,E-01111,3,186500,11.4,Exceeds,2023-12-09,,Transferred from People in 2019.
E-01286,Legal,Corporate,L6,Male,25-34,Remote (EU),E-01085,1.6,108900,12.1,Exceeds,2025-07-15,,
E-01287,Engineering,Technical,L3,Female,35-44,Berlin,E-01001,4,61800,18.9,Meets,2022-10-08,,Salary reviewed off-cycle after a competing offer.
E-01288,Marketing,Commercial,L3,Male,35-44,Remote (EU),E-01112,4.4,58800,19.3,Meets,2022-05-08,,Joined through the Marketing acquisition.
E-01289,Marketing,Commercial,L1,Female,25-34,Warsaw,E-01087,2.1,24900,11.1,Meets,2024-07-27,,Completed the internal leadership programme.
E-01290,Marketing,Commercial,L1,Female,55-64,Warsaw,E-01009,2,26600,13.7,Meets,2024-04-07,2025-06-07,Relocated to Remote (EU); package adjusted to local band.
E-01291,Sales,Commercial,L3,Male,35-44,Remote (EU),E-01060,2.2,54400,9,Meets,2024-10-25,,
E-01292,Marketing,Commercial,L7,Male,35-44,Lisbon,E-01072,2.2,131900,11,Below,2024-12-25,,
E-01293,Engineering,Technical,L5,Male,35-44,Warsaw,E-01062,2.4,70600,7.9,Meets,2024-05-18,,Joined through the Data acquisition.
E-01294,Finance,Corporate,L5,Female,35-44,Berlin,E-01033,0.7,83800,12.5,Exceeds,2026-09-14,,Transferred from Finance in 2023.
E-01295,Sales,Commercial,L4,Male,45-54,Berlin,E-01015,0.8,88600,16.8,Meets,2026-12-10,,Completed the internal leadership programme.
E-01296,People,Corporate,L1,Female,45-54,Podgorica,E-01012,1.4,20300,14.2,Exceeds,2025-05-23,,Relocated to Lisbon; package adjusted to local band.
E-01297,Data,Technical,L2,Male,35-44,Warsaw,E-01087,2.2,0,16.4,Meets,2024-09-10,2026-02-14,Salary reviewed off-cycle after a competing offer.
E-01298,Finance,Corporate,L7,Female,55-64,Warsaw,E-01035,3.1,109000,18,Meets,2023-01-12,,Completed the internal leadership programme.
E-01299,Engineering,Technical,L3,Male,25-34,Remote (EU),E-01051,4.6,62900,15.9,Meets,2022-06-12,2025-05-09,
E-01300,Support,Operations,L5,Male,35-44,Podgorica,E-01068,1,64400,12.1,Exceeds,2025-06-26,,Salary reviewed off-cycle after a competing offer.
E-01301,Marketing,Commercial,L2,Female,25-34,Berlin,E-01002,0.9,42900,3.2,Exceeds,2026-08-10,2025-05-16,Joined through the Finance acquisition.
E-01302,Sales,Commercial,L4,Male,25-34,Podgorica,E-01089,0.9,49100,13.1,Below,2026-06-04,,Completed the internal leadership programme.
E-01303,Support,Operations,L3,Female,25-34,Berlin,E-01086,4.6,58800,8.1,Meets,2022-11-06,,On parental leave for part of 2024.
E-01304,Marketing,Commercial,L3,Female,35-44,Podgorica,E-01079,2,33400,5.2,Meets,2024-01-05,,
E-01305,Engineering,Technical,L5,Male,35-44,Remote (EU),E-01102,0.2,85300,19.5,Exceeds,2026-06-05,,Grade corrected during the 2019 levelling exercise.
E-01306,Marketing,Commercial,L5,Female,25-34,Warsaw,E-01111,0.2,64400,6.7,Meets,2026-09-02,,Grade corrected during the 2020 levelling exercise.
E-01307,People,Corporate,L5,Male,45-54,Podgorica,E-01014,1.7,64500,6.4,Meets,2025-08-20,,Salary reviewed off-cycle after a competing offer.
E-01308,Sales,Commercial,L2,Male,35-44,Berlin,E-01104,4.2,40900,17.5,Exceeds,2022-10-03,,
E-01309,Engineering,Technical,L4,Male,25-34,Warsaw,E-01054,1.4,56400,6.3,Meets,2025-11-03,,On parental leave for part of 2024.
E-01310,Support,Operations,L7,Female,18-24,Berlin,E-01008,0.3,147400,5.1,Exceeds,2026-05-03,,
E-01311,Finance,Corporate,L5,Male,45-54,Warsaw,E-01025,0.7,72400,14.7,Below,2026-11-24,2025-10-22,Grade corrected during the 2021 levelling exercise.
E-01312,Marketing,Commercial,L6,Male,65+,Berlin,E-01050,8.4,155000,16.6,Meets,2018-08-14,,Salary reviewed off-cycle after a competing offer.
E-01313,Support,Operations,L4,Male,25-34,Berlin,E-01103,4.8,90300,13.3,Exceeds,2022-12-05,,Salary reviewed off-cycle after a competing offer.
E-01314,Data,Technical,L4,Female,18-24,Remote (EU),E-01068,0.1,62600,12.5,Meets,2026-04-04,2025-10-23,Salary reviewed off-cycle after a competing offer.
E-01315,Sales,Commercial,L3,Female,25-34,Warsaw,E-01110,3,37700,12.6,Meets,2023-10-06,,Completed the internal leadership programme.
E-01316,Engineering,Technical,L4,Male,55-64,Remote (EU),E-01047,1,72100,7.4,Meets,2025-05-16,,Relocated to Remote (EU); package adjusted to local band.
E-01317,Engineering,Technical,L7,Female,25-34,Lisbon,E-01055,6.4,129100,4.7,Meets,2020-10-26,,
E-01318,Legal,Corporate,L5,Male,25-34,Lisbon,E-01061,1.1,81900,4.3,Exceeds,2025-03-02,,
E-01319,Finance,Corporate,L2,Female,35-44,Remote (EU),E-01093,0.1,36100,5.2,Below,2026-07-19,,Completed the internal leadership programme.
E-01320,Sales,Commercial,L7,Male,25-34,Berlin,E-01102,2.5,159800,14.3,Exceeds,2024-01-07,,Grade corrected during the 2020 levelling exercise.
E-01321,Data,Technical,L5,Male,18-24,Podgorica,E-01086,2.5,60300,17.4,Meets,2024-12-07,,Grade corrected during the 2020 levelling exercise.
E-01322,Engineering,Technical,L2,Male,25-34,Remote (EU),E-01111,3.8,44100,15.3,Meets,2023-12-11,,
E-01323,Sales,Commercial,L3,Male,25-34,Warsaw,E-01062,1.8,36200,9.1,Meets,2025-07-03,,On parental leave for part of 2023.
E-01324,Sales,Commercial,L3,Male,25-34,Remote (EU),E-01051,1.9,53000,18.3,Exceeds,2025-09-25,,
E-01325,Marketing,Commercial,L4,Male,18-24,Lisbon,E-01018,1.4,56100,17.9,Meets,2025-06-05,2025-01-28,Joined through the Support acquisition.
E-01326,Marketing,Commercial,L6,Male,25-34,Berlin,E-01035,2.3,123800,13.2,Exceeds,2024-06-19,,On parental leave for part of 2025.
E-01327,Engineering,Technical,L4,Female,45-54,Berlin,E-01108,2.4,74600,14.4,Below,2024-02-05,2026-02-05,Joined through the Finance acquisition.
E-01328,Finance,Corporate,L4,Male,25-34,Remote (EU),E-01078,1.3,69300,16.4,Exceeds,2025-09-02,,Grade corrected during the 2019 levelling exercise.
E-01329,Finance,Corporate,L5,Male,45-54,Berlin,E-01034,2.7,99000,10.6,Meets,2024-06-26,,
E-01330,Engineering,Technical,L3,Male,55-64,Lisbon,E-01043,2.5,46800,19.1,Meets,2024-06-13,,Salary reviewed off-cycle after a competing offer.
E-01331,Sales,Commercial,L3,Female,25-34,Berlin,E-01092,0.8,59500,3.2,Meets,2026-06-10,,
E-01332,Engineering,Technical,L3,Female,45-54,Remote (EU),E-01062,5.8,61100,15.8,Meets,2021-03-02,,
E-01333,Finance,Corporate,L4,Male,25-34,Remote (EU),E-01023,1.6,67200,12.6,Meets,2025-11-28,2026-08-24,
E-01334,Data,Technical,L3,Female,35-44,Warsaw,E-01092,0,38400,13.7,Meets,2026-08-26,,
E-01335,Marketing,Commercial,L5,Female,25-34,Podgorica,E-01002,1.4,54000,8.1,Exceeds,2025-09-01,,Salary reviewed off-cycle after a competing offer.
E-01336,Sales,Commercial,L3,Female,35-44,Lisbon,E-01091,5,46300,11.8,Meets,2021-02-18,,Completed the internal leadership programme.
E-01337,Data,Technical,L5,Male,45-54,Podgorica,E-01037,0.7,62100,3.9,Meets,2026-08-02,,Relocated to Lisbon; package adjusted to local band.
E-01338,Sales,Commercial,L3,Female,35-44,Podgorica,E-01060,2.5,36600,14.3,Meets,2024-02-07,,Salary reviewed off-cycle after a competing offer.
E-01339,People,Corporate,L6,Female,45-54,Remote (EU),E-01020,2.3,105800,18.9,Meets,2024-01-21,,
E-01340,Marketing,Commercial,L6,Female,25-34,Podgorica,E-01083,5.2,75200,6.5,Exceeds,2021-02-11,,Joined through the People acquisition.
E-01341,Data,Technical,L3,Female,35-44,Berlin,E-01076,3.3,47100,6.7,Outstanding,2023-05-16,,
E-01342,Engineering,Technical,L3,Male,25-34,Berlin,E-01115,6.1,66500,13,Outstanding,2020-02-01,,
E-01343,Marketing,Commercial,L4,Female,35-44,Lisbon,E-01058,5.1,62900,3.6,Exceeds,2021-01-14,2026-07-09,
E-01344,Engineering,Technical,L4,Female,35-44,Remote (EU),E-01092,5.3,68500,15.6,Meets,2021-07-02,,Transferred from People in 2024.
E-01345,Finance,Corporate,L3,Male,25-34,Berlin,E-01036,5.6,59800,4.6,Meets,2021-06-13,,
E-01346,Engineering,Technical,L5,Male,25-34,Podgorica,E-01024,0.3,60300,5.9,Meets,2026-05-03,2026-05-01,
E-01347,Support,Operations,L7,Male,25-34,Remote (EU),E-01101,1.3,145700,5.6,Exceeds,2025-05-18,,Grade corrected during the 2024 levelling exercise.
E-01348,Engineering,Technical,L6,Male,45-54,Remote (EU),E-01067,2,117300,17,Meets,2024-01-20,,
E-01349,Marketing,Commercial,L7,Female,55-64,Berlin,E-01038,2.8,173400,13.7,Meets,2024-10-27,,
E-01350,Engineering,Technical,L3,Male,25-34,Remote (EU),E-01069,0.2,60400,9.2,Outstanding,2026-07-26,,Transferred from People in 2025.
E-01351,Legal,Corporate,L3,Female,35-44,Lisbon,E-01009,0.2,44800,15.9,Exceeds,2026-01-10,,Relocated to Warsaw; package adjusted to local band.
E-01352,Data,Technical,L3,Male,45-54,Remote (EU),E-01069,2.1,49500,19.8,Below,2024-06-13,,
E-01353,Data,Technical,L5,Female,35-44,Remote (EU),E-01073,4.3,70200,16.6,Meets,2022-12-26,,Salary reviewed off-cycle after a competing offer.
E-01354,Support,Operations,L3,Male,25-34,Warsaw,E-01080,1.3,43100,4.4,Below,2025-04-20,,
E-01355,People,Corporate,L2,Female,25-34,Remote (EU),E-01101,4.8,45200,8.8,Below,2022-01-25,,
E-01356,Sales,Commercial,L5,Male,35-44,Podgorica,E-01079,4.4,62500,15.6,Meets,2022-07-07,,
E-01357,Engineering,Technical,L5,Male,35-44,Berlin,E-01097,1.2,105000,14.9,Meets,2025-10-09,,Relocated to Remote (EU); package adjusted to local band.
E-01358,Sales,Commercial,L3,Female,35-44,Remote (EU),E-01082,8.3,58300,8.5,Outstanding,2018-07-08,,On parental leave for part of 2023.
E-01359,Data,Technical,L4,Male,25-34,Remote (EU),E-01051,0.7,73700,13.7,Meets,2026-04-16,,On parental leave for part of 2022.
E-01360,Finance,Corporate,L2,Female,45-54,Berlin,E-01025,1.6,42900,10.8,Meets,2025-07-22,,Relocated to Berlin; package adjusted to local band.
